filename,classname,alpha0,alpha1,alpha2,alpha3,alpha4,alpha5,a0,a1,a2,a3,a4,a5,d1,d2,d3,d4,d5,d6,th1,th2,th3,th4,th5,th6,parallel_234
Siasun_GCR20_1100.py,Siasun_GCR20_1100,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,500.0,462.5,0.0,0.0,160.5,0.0,0.0,146.5,137.5,116.7,3.141592653589793,1.5707963267948966,0.0,-1.5707963267948966,0.0,3.141592653589793,1
Siasun_GCR5_910.py,Siasun_GCR5_910,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,425.0,392.0,0.0,0.0,122.0,0.0,0.0,140.5,100.0,94.0,3.141592653589793,1.5707963267948966,0.0,-1.5707963267948966,0.0,3.141592653589793,1
Standard_Bots_RO1.py,Standard_Bots_R01,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,590.0,548.58,0.0,0.0,172.0,0.0,0.0,192.0,149.8,161.1,0.0,1.5707963267948966,0.0,-1.5707963267948966,0.0,0.0,1
TM12.py,TM12,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,636.1,557.9,0.0,0.0,165.2,0.0,0.0,156.3,106.0,113.15,0.0,1.5707963267948966,0.0,-1.5707963267948966,0.0,3.141592653589793,1
TM12S.py,TM12S,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,636.1,532.4,0.0,0.0,165.2,0.0,0.0,181.8,131.5,134.55,0.0,1.5707963267948966,0.0,-1.5707963267948966,0.0,0.0,1
TM12SX.py,TM12SX,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,636.1,532.4,0.0,0.0,165.2,0.0,0.0,181.8,131.5,134.55,0.0,1.5707963267948966,0.0,-1.5707963267948966,0.0,0.0,1
TM12X.py,TM12X,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,636.1,557.9,0.0,0.0,165.2,0.0,0.0,156.3,106.0,113.15,0.0,1.5707963267948966,0.0,-1.5707963267948966,0.0,3.141592653589793,1
TM14.py,TM14,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,536.1,457.9,0.0,0.0,165.2,0.0,0.0,156.3,106.0,113.15,0.0,1.5707963267948966,0.0,-1.5707963267948966,0.0,3.141592653589793,1
TM14S.py,TM14S,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,536.1,432.4,0.0,0.0,165.2,0.0,0.0,181.8,131.5,134.95,0.0,1.5707963267948966,0.0,-1.5707963267948966,0.0,3.141592653589793,1
TM14SX.py,TM14SX,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,536.1,432.4,0.0,0.0,165.2,0.0,0.0,181.8,131.5,134.95,0.0,1.5707963267948966,0.0,-1.5707963267948966,0.0,3.141592653589793,1
TM14X.py,TM14X,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,536.1,457.9,0.0,0.0,165.2,0.0,0.0,156.3,106.0,113.15,0.0,1.5707963267948966,0.0,-1.5707963267948966,0.0,3.141592653589793,1
TM16.py,TM16,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,500.0,311.5,0.0,0.0,165.2,0.0,0.0,156.3,106.0,113.0,0.0,1.5707963267948966,0.0,-1.5707963267948966,0.0,3.141592653589793,1
TM16X.py,TM16X,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,500.0,311.5,0.0,0.0,165.2,0.0,0.0,156.3,106.0,113.0,0.0,1.5707963267948966,0.0,-1.5707963267948966,0.0,3.141592653589793,1
TM20.py,TM20,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,636.1,557.9,0.0,0.0,165.2,0.0,0.0,156.3,106.0,113.15,0.0,1.5707963267948966,0.0,-1.5707963267948966,0.0,3.141592653589793,1
TM20X.py,TM20X,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,636.1,557.9,0.0,0.0,165.2,0.0,0.0,156.3,106.0,113.15,0.0,1.5707963267948966,0.0,-1.5707963267948966,0.0,3.141592653589793,1
TM5_700.py,TM5_700,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,329.0,311.0,0.0,0.0,145.2,0.0,0.0,122.3,106.5,114.15,0.0,1.5707963267948966,0.0,-1.5707963267948966,0.0,0.0,1
TM5_900.py,TM5_900,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,429.0,411.0,0.0,0.0,145.2,0.0,0.0,122.3,106.5,114.15,0.0,1.5707963267948966,0.0,-1.5707963267948966,0.0,3.141592653589793,1
TM5S.py,TM5S,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,429.0,386.0,0.0,0.0,148.4,0.0,0.0,147.8,131.5,114.95,0.0,1.5707963267948966,0.0,-1.5707963267948966,0.0,0.0,1
TM5SX.py,TM5SX,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,429.0,386.0,0.0,0.0,148.4,0.0,0.0,147.8,131.5,134.95,0.0,1.5707963267948966,0.0,-1.5707963267948966,0.0,0.0,1
TM5X_700.py,TM5X_700,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,329.0,311.0,0.0,0.0,145.2,0.0,0.0,122.3,106.5,114.15,0.0,1.5707963267948966,0.0,-1.5707963267948966,0.0,3.141592653589793,1
TM5X_900.py,TM5X_900,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,429.0,411.0,0.0,0.0,145.2,0.0,0.0,122.3,106.5,114.15,0.0,1.5707963267948966,0.0,-1.5707963267948966,0.0,3.141592653589793,1
TM7S.py,TM7S,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,329.0,298.0,0.0,0.0,148.4,0.0,0.0,147.8,131.5,114.95,0.0,1.5707963267948966,0.0,-1.5707963267948966,0.0,0.0,1
TM7SX.py,TM7SX,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,329.0,298.0,0.0,0.0,148.4,0.0,0.0,147.8,131.5,134.95,0.0,1.5707963267948966,0.0,-1.5707963267948966,0.0,0.0,1
Toney_M10.py,Toney_M10,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,700.0,586.0,0.0,0.0,180.0,0.0,0.0,194.3,114.0,105.7,0.0,0.0,0.0,3.141592653589793,0.0,3.141592653589793,1
UR10.py,UR10,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,612.7,571.6,0.0,0.0,128.0,0.0,0.0,163.9,115.7,92.2,0.0,3.141592653589793,0.0,0.0,0.0,3.141592653589793,1
UR10e.py,UR10e,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,612.6,571.335,0.0,0.0,180.7,0.0,0.0,174.15,119.85,116.55,0.0,3.141592653589793,0.0,0.0,0.0,3.141592653589793,1
UR16e.py,UR16e,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,478.4,360.0,0.0,0.0,180.7,0.0,0.0,174.15,119.85,116.55,0.0,3.141592653589793,0.0,0.0,0.0,3.141592653589793,1
UR20.py,UR20,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,861.8,727.7,0.0,0.0,236.2,0.0,0.0,201.9,159.4,154.8,0.0,3.141592653589793,0.0,0.0,0.0,3.141592653589793,1
UR3.py,UR3,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,243.65,213.0,0.0,0.0,151.9,0.0,0.0,110.4,83.4,82.4,0.0,3.141592653589793,0.0,0.0,0.0,3.141592653589793,1
UR30.py,UR30,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,637.0,503.7,0.0,0.0,236.3,0.0,0.0,201.0,159.3,150.0,0.0,3.141592653589793,0.0,0.0,0.0,3.141592653589793,1
UR3e.py,UR3e,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,243.55,213.2,0.0,0.0,151.9,0.0,0.0,131.05,85.35,92.1,0.0,3.141592653589793,0.0,0.0,0.0,3.141592653589793,1
UR5.py,UR5,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,425.0,392.0,0.0,0.0,89.2,0.0,0.0,109.3,94.75,82.5,0.0,3.141592653589793,0.0,0.0,0.0,3.141592653589793,1
UR5e.py,UR5e,0.0,1.5707963267948966,0.0,0.0,-1.5707963267948966,1.5707963267948966,0.0,0.0,425.0,392.25,0.0,0.0,162.5,0.0,0.0,133.3,99.7,99.6,0.0,3.141592653589793,0.0,0.0,0.0,3.141592653589793,1
